id_regional,name,district,geom
1,Sumpur,Kabupaten Tanah Datar,0xE6100000010300000001000000160000008395B63D181F5940ACF1DB1DA4E6E1BF1F55532B131D59407E79CFD478D8E1BF0A040A6D961D594040E211F17358E1BF071D534DAC1D5940220DC66DE635E1BF666F5631701E59409F95213605F5E0BFDE2D0DE2A61E59408BC7CBC674D4E0BF54847EE3A51E59403F158CDDB5D3E0BF07FA7FD5071F594084A156B61CB9E0BF61D7E29ECC1F59405BCFE60240A8E0BF9DE15F1B2620594038C35AE46AF4E0BFBB669EEF2D205940E7D0B1856508E1BFD9EBDC7B23205940655A31F88B2CE1BF11539A04C71F5940DBD0AB446B32E1BFEB5A9A6C9B1F59408C2A0B1C7B40E1BF86919A904A1F594073527FEFC54FE1BFEF809A14211F5940548FFDBB5961E1BFF3929AD2081F5940E62D0D899372E1BF0E979A24021F594003A940394B8DE1BF339E9AFAFE1E594081DC7CDFFFAAE1BFCF9F9A8C031F5940155F9B7F49CAE1BF8495B6472C1F5940771A0E20F0E5E1BF8395B63D181F5940ACF1DB1DA4E6E1BF
2,Desa Wisata Kampuang Minang Nagari Sumpur,Kabupaten Tanah Datar,0xE610000001030000000100000011000000CA666527511F5940DD6C24DE8DD8E0BFCC66E502501F594036FE7B8158D7E0BF9A593909731F5940753D6FFBC2B1E0BF9A59B9A99D1F594020EF62B45AB4E0BF9A5979339F1F5940E17A6190D3B5E0BF9959F9ECA11F5940DF8E881209B5E0BF9A59F9CDA21F5940966D569179B5E0BF995939559F1F59404CB9B40E71B6E0BFF7F800A9A91F5940D7FE1B6265BEE0BFF5F8807DBE1F594094F1A40AF7C6E0BFF6F88098A31F594019A19BFDB5CBE0BFF7F880FDA71F59400861BDF91DCDE0BFF7F880FDA71F59401CDD34737DCFE0BFF6F880D3A41F594033E492EFCED0E0BFF6F88038A91F59407AA281E1E7D5E0BFF6F88034621F59404846514D33DDE0BFCA666527511F5940DD6C24DE8DD8E0BF
